target name	accession	query name	accession2	E-value_full_sequence	score_full_sequence	bias_full_sequence	E-value_best_first_domain	score_best_first_domain	bias_best_first_domain	exp	reg	clu	ov	env	dom	rep	inc	Description_target
GCA_000008085-CALJACFG_02100	-	COG0638	-	2.1e-46	155.1	0.2	2.4e-46	154.9	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01280	-	COG2095	-	1.7e-46	155.1	14.9	1.9e-46	155.0	14.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11650	-	COG2519	-	2.3e-46	155.1	0.0	2.6e-46	155.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02990	-	COG0024	-	3.6e-46	154.8	0.0	4.2e-46	154.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03300	-	COG2013	-	2.4e-46	154.8	0.1	2.8e-46	154.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08990	-	COG1702	-	5.3e-46	154.5	1.1	7.9e-46	153.9	1.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10700	-	COG0615	-	3.3e-46	153.9	0.0	4.1e-46	153.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11040	-	COG1518	-	6.9e-46	153.9	0.0	7.9e-46	153.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09630	-	COG1222	-	8.7e-46	153.8	0.2	1e-45	153.6	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09930	-	COG0087	-	7.2e-46	153.7	0.0	1.7e-45	152.5	0.0	1.5	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13070	-	COG1601	-	2.7e-46	153.7	0.0	3e-46	153.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01910	-	COG1097	-	5.1e-46	153.5	13.7	8.7e-46	152.7	13.7	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04970	-	COG1648	-	1.1e-45	153.1	1.3	1.2e-45	152.9	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05980	-	COG1096	-	7.5e-46	153.1	0.0	9.7e-46	152.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05790	-	COG4343	-	1.4e-45	152.9	0.4	1.6e-45	152.8	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00220	-	COG2016	-	7.9e-46	152.8	0.2	8.7e-46	152.7	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09190	-	COG0287	-	2.5e-45	152.2	0.0	3.4e-45	151.7	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14580	-	COG0094	-	1.7e-45	151.7	0.1	2.1e-45	151.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01140	-	COG1537	-	4.5e-45	151.1	3.9	5.7e-45	150.8	3.9	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01300	-	COG0084	-	5.3e-45	150.9	0.0	6.5e-45	150.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00120	-	COG1371	-	3e-45	150.7	0.1	3.3e-45	150.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09610	-	COG1036	-	4.8e-45	150.5	0.0	5.4e-45	150.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06110	-	COG0092	-	7.2e-45	150.1	6.6	9.4e-45	149.7	6.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03200	-	COG0105	-	4.8e-45	150.0	0.1	8.4e-45	149.2	0.1	1.4	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_04560	-	COG2433	-	1.2e-44	149.7	13.4	1.5e-44	149.4	13.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05410	-	COG2129	-	1.2e-44	149.7	0.0	1.5e-44	149.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06060	-	COG0756	-	5.4e-45	149.7	0.0	6.1e-45	149.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03370	-	COG0641	-	2.6e-44	148.8	0.0	3.4e-44	148.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04930	-	COG3127	-	2.6e-44	148.8	14.8	2.9e-44	148.6	14.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06410	-	COG1041	-	3.7e-44	148.2	0.0	4.1e-44	148.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14500	-	COG0189	-	4.7e-44	148.2	0.0	5.6e-44	147.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01380	-	COG2178	-	2.7e-44	148.1	6.3	3e-44	148.0	6.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08840	-	COG0388	-	4.1e-44	148.1	0.0	4.8e-44	147.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14400	-	COG0478	-	3.5e-44	148.1	0.0	3.9e-44	147.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01610	-	COG2813	-	4.3e-44	148.0	0.0	5.4e-44	147.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03950	-	COG2220	-	4.8e-44	147.9	0.0	5.2e-44	147.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01530	-	COG0432	-	4.3e-44	147.7	0.1	4.6e-44	147.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02270	-	COG0717	-	4.5e-44	147.4	0.0	5.5e-44	147.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03610	-	COG1515	-	5.2e-44	147.1	0.0	7.2e-44	146.6	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05220	-	COG1437	-	6.3e-44	147.1	0.5	7e-44	147.0	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01860	-	COG1727	-	2.5e-44	146.9	0.1	2.7e-44	146.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07720	-	COG0620	-	1.3e-43	146.6	0.0	1.7e-43	146.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09330	-	COG0301	-	1.6e-43	146.1	0.0	1.9e-43	145.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04010	-	COG0565	-	1.8e-43	145.9	0.0	2e-43	145.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05450	-	COG1976	-	1.3e-43	145.8	2.2	2.9e-43	144.7	2.2	1.5	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09880	-	COG5011	-	1.9e-43	145.6	0.0	2.6e-43	145.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13200	-	COG0097	-	1.5e-43	145.5	6.5	1.8e-43	145.3	6.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01270	-	COG0565	-	2.5e-43	145.4	0.0	2.8e-43	145.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14350	-	COG2441	-	2.7e-43	145.3	0.0	1e-41	140.1	0.0	2.0	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_02510	-	COG0049	-	1.6e-43	145.1	0.2	2.1e-43	144.7	0.2	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10060	-	COG1237	-	2.8e-43	145.1	0.0	8.4e-43	143.6	0.0	1.6	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04770	-	COG1353	-	4.7e-43	144.9	0.0	1.1e-42	143.7	0.0	1.6	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00830	-	COG1909	-	1.8e-43	144.7	0.0	2.1e-43	144.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14550	-	COG0093	-	1.5e-43	144.6	0.3	1.8e-43	144.4	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11570	-	COG1675	-	2.1e-43	144.5	4.4	2.3e-43	144.3	4.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07380	-	COG3451	-	5.6e-43	144.4	0.0	6.7e-23	78.1	0.0	2.2	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_12930	-	COG2220	-	6.3e-43	144.2	0.3	8.5e-43	143.8	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00480	-	COG0755	-	7.6e-43	144.1	13.4	7.6e-43	144.1	13.4	1.6	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08000	-	COG0472	-	7.5e-43	144.0	19.5	9.1e-43	143.7	19.5	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02500	-	COG0097	-	5.4e-43	143.7	1.3	6.6e-43	143.4	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04420	-	COG0159	-	7.1e-43	143.4	0.0	8.1e-43	143.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03370	-	COG1601	-	4.4e-43	143.3	0.2	5.2e-43	143.1	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01800	-	COG3642	-	9.6e-43	143.2	0.3	1.2e-42	143.0	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02220	-	COG0611	-	1.4e-42	143.0	0.0	1.3e-41	139.8	0.0	2.3	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_05760	-	COG0081	-	1.4e-42	142.9	1.0	1.7e-42	142.6	1.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02360	-	COG2236	-	6.8e-43	142.9	0.0	7.9e-43	142.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13800	-	COG1818	-	1.4e-42	142.7	3.1	1.4e-42	142.7	3.1	1.9	2	1	1	3	3	3	1	-
GCA_000017945-FLGBHGLA_08270	-	COG5013	-	1.4e-42	142.3	0.2	6.1e-19	64.0	0.1	4.6	4	1	1	5	5	5	4	-
GCA_000017945-FLGBHGLA_01250	-	COG0705	-	3.4e-42	141.7	17.0	4.3e-42	141.4	17.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03730	-	COG1407	-	4.3e-42	141.1	0.0	5.2e-42	140.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03830	-	COG0183	-	6.5e-42	141.1	2.8	7.8e-42	140.8	2.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08400	-	COG0618	-	7.1e-42	141.1	0.0	9.1e-42	140.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02320	-	COG0602	-	5.6e-42	141.0	0.0	6.1e-42	140.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04050	-	COG0098	-	3.1e-42	140.9	0.6	4.5e-42	140.4	0.6	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13900	-	COG0518	-	5.3e-42	140.8	0.0	5.7e-42	140.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11320	-	COG0537	-	3.6e-42	140.6	0.1	3.9e-42	140.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14240	-	COG0348	-	7.8e-42	140.6	9.5	8.4e-42	140.5	9.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00430	-	COG0543	-	8.3e-42	140.5	0.1	1e-41	140.3	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05550	-	COG0433	-	1.1e-41	140.1	1.2	1.4e-41	139.8	1.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04450	-	COG0086	-	8.7e-42	139.9	4.4	2.3e-33	112.0	6.5	2.0	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_06090	-	COG0185	-	4.4e-42	139.5	0.1	5.3e-42	139.2	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01020	-	COG5491	-	1.2e-41	139.4	11.9	1.4e-41	139.1	11.9	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05340	-	COG0052	-	1.3e-41	139.3	0.0	8.8e-21	71.1	0.0	2.0	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_04140	-	COG0024	-	2.5e-41	138.9	0.0	3.5e-41	138.4	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05800	-	COG0139	-	7.9e-42	138.9	0.2	9.1e-42	138.7	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00130	-	COG0641	-	2.9e-41	138.7	1.3	3.7e-41	138.4	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03320	-	COG1358	-	9.9e-42	138.7	0.3	1.1e-41	138.6	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09410	-	COG1549	-	2.6e-41	138.7	1.3	2.8e-41	138.6	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03820	-	COG1161	-	3.6e-41	138.5	1.0	4.3e-41	138.3	1.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12520	-	COG1527	-	3.1e-41	138.5	1.4	3.9e-41	138.2	1.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11070	-	COG1014	-	4.4e-41	138.3	0.5	5.2e-41	138.0	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01680	-	COG0628	-	7e-41	137.9	36.6	8.5e-41	137.6	36.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13460	-	COG3356	-	4.2e-41	137.8	0.1	2.4e-37	125.4	0.0	2.1	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_09850	-	COG1985	-	6.3e-41	137.5	0.0	7.6e-41	137.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06420	-	COG0655	-	6.6e-41	137.4	0.0	7.3e-41	137.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13620	-	COG4109	-	8e-41	137.4	5.5	1.1e-16	58.0	0.2	2.4	1	1	2	3	3	3	3	-
GCA_000017945-FLGBHGLA_14840	-	COG0164	-	8.7e-41	137.1	0.1	1.1e-40	136.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07080	-	COG2411	-	9.5e-41	136.8	0.7	2.4e-40	135.5	0.7	1.6	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07430	-	COG1990	-	8.2e-41	136.8	0.1	8.8e-41	136.7	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03330	-	COG1779	-	7.4e-41	136.3	0.7	8.2e-41	136.1	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11980	-	COG1938	-	1.7e-40	136.2	0.0	1.9e-40	136.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04490	-	COG0470	-	2.2e-40	136.0	0.0	6.9e-40	134.3	0.0	1.6	1	1	1	2	2	2	1	-
GCA_000008085-CALJACFG_02630	-	COG4717	-	2.3e-40	135.7	52.5	2.6e-24	82.6	26.9	3.5	1	1	3	4	4	4	4	-
GCA_000017945-FLGBHGLA_00590	-	COG1047	-	2.3e-40	135.0	2.5	3.1e-40	134.6	2.5	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05680	-	COG1245	-	4.5e-40	135.0	0.0	5.1e-40	134.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01120	-	COG2125	-	1.4e-40	134.9	1.0	2.6e-40	134.0	1.0	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06840	-	COG1439	-	2.5e-40	134.8	0.0	2.7e-40	134.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08110	-	COG1712	-	4.2e-40	134.7	1.1	5e-40	134.5	1.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00110	-	COG0521	-	3.4e-40	134.5	0.0	3.8e-40	134.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02430	-	COG1325	-	2.9e-40	134.5	1.2	3.4e-40	134.2	1.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03170	-	COG0441	-	6e-40	134.3	0.1	1.1e-39	133.4	0.1	1.3	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07270	-	COG2236	-	4.1e-40	133.9	1.7	4.7e-40	133.7	1.7	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03870	-	COG0697	-	1.5e-39	133.7	43.2	1.9e-39	133.4	43.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03590	-	COG1489	-	9e-40	133.4	0.0	1.1e-39	133.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00270	-	COG1208	-	2.2e-39	132.9	0.1	2.4e-39	132.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01080	-	COG0080	-	9.6e-40	132.9	1.0	1.3e-39	132.5	1.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02980	-	COG2263	-	1.6e-39	132.8	0.0	2.1e-39	132.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03040	-	COG1533	-	1.8e-39	132.7	0.0	2.3e-39	132.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01740	-	COG1394	-	1.6e-39	132.4	16.5	1.9e-39	132.2	16.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02760	-	COG0402	-	3.3e-39	132.3	0.0	3.8e-39	132.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09650	-	COG0054	-	1.8e-39	131.8	0.1	2e-39	131.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08770	-	COG1514	-	4.6e-39	131.6	0.1	5.1e-39	131.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13120	-	COG1860	-	2.1e-39	131.5	1.8	2.5e-39	131.3	1.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01640	-	COG2411	-	4.6e-39	131.3	1.6	9.3e-39	130.3	1.6	1.5	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00700	-	COG0730	-	9.1e-39	130.9	45.4	1e-38	130.7	45.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04300	-	COG0108	-	7.4e-39	130.9	0.0	7.9e-39	130.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12750	-	COG0235	-	6.6e-39	130.7	0.0	7.6e-39	130.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13760	-	COG0144	-	1.7e-38	130.5	0.0	2.5e-38	129.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01700	-	COG0189	-	1.5e-38	130.2	0.0	1.7e-38	130.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00650	-	COG0164	-	1.5e-38	129.8	0.0	1.8e-38	129.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01470	-	COG0842	-	3.4e-38	128.9	26.9	4.1e-38	128.6	26.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02330	-	COG1358	-	1.2e-38	128.8	0.3	1.3e-38	128.6	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07460	-	COG2053	-	5e-39	128.8	5.4	6.1e-39	128.5	5.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05460	-	COG0537	-	2.5e-38	128.2	0.1	2.9e-38	127.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07560	-	COG0528	-	4.8e-38	127.9	0.0	9e-38	127.0	0.0	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10720	-	COG5399	-	2.6e-38	127.8	1.4	2.9e-38	127.7	1.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05030	-	COG0185	-	2.1e-38	127.7	0.3	2.6e-38	127.4	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05590	-	COG1717	-	6.7e-38	127.6	6.2	7.5e-38	127.4	6.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09550	-	COG0135	-	7.6e-38	127.6	0.0	9.2e-38	127.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02110	-	COG1676	-	7.3e-38	127.5	0.6	8.7e-38	127.2	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05000	-	COG4021	-	6.4e-38	127.2	0.0	1e-37	126.5	0.0	1.3	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07850	-	COG1698	-	3.5e-38	126.5	1.6	3.7e-38	126.4	1.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03360	-	COG0550	-	1.6e-37	126.4	6.2	1.8e-37	126.2	6.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02810	-	COG0420	-	2.1e-37	126.3	0.1	2.5e-37	126.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04730	-	COG1913	-	2e-37	125.9	0.0	2.3e-37	125.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02480	-	COG1911	-	6.2e-38	125.8	0.1	7.2e-38	125.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00200	-	COG1857	-	2.2e-37	125.7	0.9	2.5e-37	125.6	0.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07090	-	COG1586	-	1.4e-37	125.7	0.0	1.5e-37	125.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01840	-	COG0100	-	1.5e-37	125.5	0.4	1.8e-37	125.3	0.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02500	-	COG0048	-	1.1e-37	125.5	0.3	1.3e-37	125.2	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08240	-	COG0501	-	1.4e-37	125.5	4.2	1.7e-37	125.2	4.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00980	-	COG0093	-	1.3e-37	125.4	1.0	1.5e-37	125.3	1.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01560	-	COG2019	-	2.5e-37	125.3	0.2	2.7e-37	125.2	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11270	-	COG2905	-	2.5e-37	125.3	7.0	2.8e-37	125.1	7.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13410	-	COG0470	-	6.6e-37	124.5	0.0	1.1e-36	123.8	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04250	-	COG0382	-	1.2e-36	124.0	15.6	1.4e-36	123.8	15.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01240	-	COG1936	-	1.1e-36	123.6	0.0	1.3e-36	123.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04020	-	COG0693	-	1.8e-36	123.1	0.1	2e-36	122.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02830	-	COG0710	-	2.6e-36	122.6	0.0	3.3e-36	122.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02540	-	COG1990	-	2e-36	122.5	0.0	2.1e-36	122.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05300	-	COG1293	-	2.8e-36	122.5	4.7	3.1e-32	109.2	0.1	2.0	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_10410	-	COG1955	-	1.7e-36	122.4	6.4	2e-36	122.1	6.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09440	-	COG4111	-	2.7e-36	121.8	0.0	3.1e-36	121.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06280	-	COG0704	-	4.9e-36	121.7	5.5	5.4e-36	121.6	5.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04560	-	COG2426	-	5.1e-36	121.5	2.2	6e-36	121.3	2.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00800	-	COG2220	-	5.9e-36	121.4	0.3	7.1e-36	121.1	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05390	-	COG0433	-	5.6e-36	121.3	0.4	2.3e-35	119.3	0.4	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13870	-	COG1356	-	3.6e-36	120.9	0.0	4.4e-36	120.7	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01830	-	COG0522	-	8.4e-36	120.8	0.1	9.8e-36	120.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04840	-	COG4133	-	8.4e-36	120.8	0.0	9.9e-36	120.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05390	-	COG2410	-	4.7e-36	120.8	0.1	3.7e-35	117.9	0.1	1.8	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13240	-	COG0561	-	1.2e-35	120.6	0.1	1.5e-35	120.3	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00520	-	COG1018	-	1.3e-35	120.2	0.0	1.5e-35	120.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12310	-	COG2129	-	1.3e-35	120.1	0.2	1.7e-35	119.7	0.2	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02130	-	COG2016	-	1e-35	120.0	0.1	1.2e-35	119.7	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13860	-	COG0725	-	2.1e-35	120.0	0.0	2.3e-35	119.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12290	-	COG0584	-	2e-35	119.6	0.0	2.5e-35	119.3	0.0	1.0	1	0	0	1	1	1	1	-
