locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLGBHGLA_09780	gene	414				
FLGBHGLA_09790	CDS	288	cedA1			DNA import protein CedA1
FLGBHGLA_09790	gene	288	cedA1			
FLGBHGLA_09800	CDS	1191				hypothetical protein
FLGBHGLA_09800	gene	1191				
FLGBHGLA_09810	CDS	558				hypothetical protein
FLGBHGLA_09810	gene	558				
FLGBHGLA_09820	CDS	405	ssb		COG1599	Single-stranded DNA binding protein Ssb
FLGBHGLA_09820	gene	405	ssb			
FLGBHGLA_09830	CDS	312				hypothetical protein
FLGBHGLA_09830	gene	312				
FLGBHGLA_09840	CDS	1656				hypothetical protein
FLGBHGLA_09840	gene	1656				
FLGBHGLA_09850	CDS	666	arfC	1.1.1.302	COG1985	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase
FLGBHGLA_09850	gene	666	arfC			
FLGBHGLA_09860	CDS	558				hypothetical protein
FLGBHGLA_09860	gene	558				
FLGBHGLA_09870	CDS	444				hypothetical protein
FLGBHGLA_09870	gene	444				
FLGBHGLA_09880	CDS	1506				hypothetical protein
FLGBHGLA_09880	gene	1506				
FLGBHGLA_09890	CDS	1359	hcp	1.7.99.1		Hydroxylamine reductase
FLGBHGLA_09890	gene	1359	hcp			
FLGBHGLA_09900	CDS	1659	ilvD	4.2.1.9		Dihydroxy-acid dehydratase
FLGBHGLA_09900	gene	1659	ilvD			
FLGBHGLA_09910	CDS	2595	mdtC			Multidrug resistance protein MdtC
FLGBHGLA_09910	gene	2595	mdtC			
FLGBHGLA_09920	CDS	1353	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
FLGBHGLA_09920	gene	1353	ruvB_2			
FLGBHGLA_09930	CDS	1077	rpl3		COG0087	50S ribosomal protein L3
FLGBHGLA_09930	gene	1077	rpl3			
FLGBHGLA_09940	CDS	816	rpl4		COG0088	50S ribosomal protein L4
FLGBHGLA_09940	gene	816	rpl4			
FLGBHGLA_09950	CDS	264			COG0089	50S ribosomal protein L23
FLGBHGLA_09950	gene	264				
FLGBHGLA_09960	CDS	228				hypothetical protein
FLGBHGLA_09960	gene	228				
FLGBHGLA_09970	CDS	192				hypothetical protein
FLGBHGLA_09970	gene	192				
FLGBHGLA_09980	CDS	540	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
FLGBHGLA_09980	gene	540	cysC			
FLGBHGLA_09990	CDS	1338				hypothetical protein
FLGBHGLA_09990	gene	1338				
FLGBHGLA_10000	CDS	1149	sat	2.7.7.4		Sulfate adenylyltransferase
FLGBHGLA_10000	gene	1149	sat			
FLGBHGLA_10010	CDS	213				hypothetical protein
FLGBHGLA_10010	gene	213				
FLGBHGLA_10020	CDS	714				hypothetical protein
FLGBHGLA_10020	gene	714				
FLGBHGLA_10030	CDS	1395				hypothetical protein
FLGBHGLA_10030	gene	1395				
FLGBHGLA_10040	CDS	393				hypothetical protein
FLGBHGLA_10040	gene	393				
FLGBHGLA_10050	CDS	1041				hypothetical protein
FLGBHGLA_10050	gene	1041				
FLGBHGLA_10060	CDS	669		2.5.1.105	COG1237	7,8-dihydropterin-6-methyl-4-(beta-D-ribofuranosyl)-aminobenzene-5'-phosphate synthase
FLGBHGLA_10060	gene	669				
FLGBHGLA_10070	CDS	2190		3.6.4.13	COG0513	putative ATP-dependent RNA helicase
FLGBHGLA_10070	gene	2190				
FLGBHGLA_10080	CDS	222			COG1958	Putative snRNP Sm-like protein
FLGBHGLA_10080	gene	222				
FLGBHGLA_10090	CDS	192			COG2126	50S ribosomal protein L37e
FLGBHGLA_10090	gene	192				
FLGBHGLA_10100	CDS	639	psmB_2	3.4.25.1	COG0638	Proteasome subunit beta
FLGBHGLA_10100	gene	639	psmB_2			
FLGBHGLA_10110	CDS	3156				hypothetical protein
FLGBHGLA_10110	gene	3156				
FLGBHGLA_10120	CDS	1032	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
FLGBHGLA_10120	gene	1032	leuB			
FLGBHGLA_10130	CDS	1200	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
FLGBHGLA_10130	gene	1200	leuA_2			
FLGBHGLA_10140	CDS	582				hypothetical protein
FLGBHGLA_10140	gene	582				
FLGBHGLA_10150	CDS	462				hypothetical protein
FLGBHGLA_10150	gene	462				
FLGBHGLA_10160	CDS	723				hypothetical protein
FLGBHGLA_10160	gene	723				
FLGBHGLA_10170	CDS	354				hypothetical protein
FLGBHGLA_10170	gene	354				
FLGBHGLA_10180	CDS	624	tbp			TATA-box-binding protein
FLGBHGLA_10180	gene	624	tbp			
FLGBHGLA_10190	CDS	1362	serS	6.1.1.11	COG0172	Serine--tRNA ligase
FLGBHGLA_10190	gene	1362	serS			
FLGBHGLA_10200	CDS	1395	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
FLGBHGLA_10200	gene	1395	cysS			
FLGBHGLA_10210	CDS	858				hypothetical protein
FLGBHGLA_10210	gene	858				
FLGBHGLA_10220	CDS	882		1.1.1.376		L-arabinose 1-dehydrogenase (NAD(P)(+))
FLGBHGLA_10220	gene	882				
FLGBHGLA_10230	CDS	1101	cdvC		COG0464	Cell division protein C
FLGBHGLA_10230	gene	1101	cdvC			
FLGBHGLA_10240	CDS	756				hypothetical protein
FLGBHGLA_10240	gene	756				
FLGBHGLA_10250	CDS	678	cdvA			Cell division protein A
FLGBHGLA_10250	gene	678	cdvA			
FLGBHGLA_10260	CDS	339				hypothetical protein
FLGBHGLA_10260	gene	339				
FLGBHGLA_10270	CDS	933	dph2	2.5.1.108	COG1736	2-(3-amino-3-carboxypropyl)histidine synthase
FLGBHGLA_10270	gene	933	dph2			
FLGBHGLA_10280	CDS	522			COG0197	50S ribosomal protein L10e
FLGBHGLA_10280	gene	522				
FLGBHGLA_10290	CDS	597	taw3_1	2.1.1.282	COG1590	tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase
FLGBHGLA_10290	gene	597	taw3_1			
FLGBHGLA_10300	CDS	1059	gap	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
FLGBHGLA_10300	gene	1059	gap			
FLGBHGLA_10310	CDS	2016			COG0370	Fe(2+) transporter FeoB
FLGBHGLA_10310	gene	2016				
FLGBHGLA_10320	CDS	192				hypothetical protein
FLGBHGLA_10320	gene	192				
FLGBHGLA_10330	CDS	210				hypothetical protein
FLGBHGLA_10330	gene	210				
FLGBHGLA_10340	CDS	318				hypothetical protein
FLGBHGLA_10340	gene	318				
FLGBHGLA_10350	CDS	1374				hypothetical protein
FLGBHGLA_10350	gene	1374				
FLGBHGLA_10360	CDS	975	radA		COG0468	DNA repair and recombination protein RadA
FLGBHGLA_10360	gene	975	radA			
FLGBHGLA_10370	CDS	1245	eno	4.2.1.11	COG0148	Enolase
FLGBHGLA_10370	gene	1245	eno			
FLGBHGLA_10380	CDS	1125	nanT			Putative sialic acid transporter
FLGBHGLA_10380	gene	1125	nanT			
FLGBHGLA_10390	CDS	1692			COG1372	putative protein
FLGBHGLA_10390	gene	1692				
FLGBHGLA_10400	CDS	981				hypothetical protein
FLGBHGLA_10400	gene	981				
FLGBHGLA_10410	CDS	936				hypothetical protein
FLGBHGLA_10410	gene	936				
FLGBHGLA_10420	CDS	1086				hypothetical protein
FLGBHGLA_10420	gene	1086				
FLGBHGLA_10430	CDS	159				hypothetical protein
FLGBHGLA_10430	gene	159				
FLGBHGLA_10440	CDS	357				hypothetical protein
FLGBHGLA_10440	gene	357				
FLGBHGLA_10450	CDS	270				hypothetical protein
FLGBHGLA_10450	gene	270				
FLGBHGLA_10460	CDS	180				hypothetical protein
FLGBHGLA_10460	gene	180				
FLGBHGLA_10470	CDS	3078	ileS_2	6.1.1.5	COG0060	Isoleucine--tRNA ligase
FLGBHGLA_10470	gene	3078	ileS_2			
FLGBHGLA_10480	CDS	522				hypothetical protein
FLGBHGLA_10480	gene	522				
FLGBHGLA_10490	CDS	693				hypothetical protein
FLGBHGLA_10490	gene	693				
FLGBHGLA_10500	CDS	780				hypothetical protein
FLGBHGLA_10500	gene	780				
FLGBHGLA_10510	CDS	1521				hypothetical protein
FLGBHGLA_10510	gene	1521				
FLGBHGLA_10520	CDS	294				hypothetical protein
FLGBHGLA_10520	gene	294				
FLGBHGLA_10530	CDS	348				hypothetical protein
FLGBHGLA_10530	gene	348				
FLGBHGLA_10540	CDS	222				hypothetical protein
FLGBHGLA_10540	gene	222				
FLGBHGLA_10550	CDS	234				hypothetical protein
FLGBHGLA_10550	gene	234				
FLGBHGLA_10560	CDS	186				hypothetical protein
FLGBHGLA_10560	gene	186				
FLGBHGLA_10570	CDS	228	lysM		COG1522	HTH-type transcriptional regulator LysM
FLGBHGLA_10570	gene	228	lysM			
FLGBHGLA_10580	CDS	873				hypothetical protein
FLGBHGLA_10580	gene	873				
	repeat_region	425				
FLGBHGLA_10590	CDS	2184				hypothetical protein
FLGBHGLA_10590	gene	2184				
FLGBHGLA_10600	CDS	1563				hypothetical protein
FLGBHGLA_10600	gene	1563				
FLGBHGLA_10610	CDS	654				hypothetical protein
FLGBHGLA_10610	gene	654				
FLGBHGLA_10620	CDS	1854	aor_2	1.2.7.5	COG2414	Tungsten-containing aldehyde ferredoxin oxidoreductase
FLGBHGLA_10620	gene	1854	aor_2			
FLGBHGLA_10630	CDS	225				hypothetical protein
FLGBHGLA_10630	gene	225				
FLGBHGLA_10640	CDS	1227	thrC	4.2.3.1	COG0498	Threonine synthase
FLGBHGLA_10640	gene	1227	thrC			
FLGBHGLA_10650	CDS	567				hypothetical protein
FLGBHGLA_10650	gene	567				
FLGBHGLA_10660	CDS	786	rhaD	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
FLGBHGLA_10660	gene	786	rhaD			
FLGBHGLA_10670	CDS	903	rnz	3.1.26.11	COG1234	Ribonuclease Z
FLGBHGLA_10670	gene	903	rnz			
FLGBHGLA_10680	CDS	216				hypothetical protein
FLGBHGLA_10680	gene	216				
FLGBHGLA_10690	CDS	1530				hypothetical protein
FLGBHGLA_10690	gene	1530				
FLGBHGLA_10700	CDS	681	ribL	2.7.7.2	COG0615	FAD synthase
FLGBHGLA_10700	gene	681	ribL			
FLGBHGLA_10710	CDS	429				hypothetical protein
FLGBHGLA_10710	gene	429				
FLGBHGLA_10720	CDS	396				hypothetical protein
FLGBHGLA_10720	gene	396				
FLGBHGLA_10730	CDS	678				hypothetical protein
FLGBHGLA_10730	gene	678				
FLGBHGLA_10740	CDS	1329			COG0541	Signal recognition particle 54 kDa protein
FLGBHGLA_10740	gene	1329				
FLGBHGLA_10750	CDS	183				hypothetical protein
FLGBHGLA_10750	gene	183				
FLGBHGLA_10760	CDS	993	dadD_2	3.5.4.31		5'-deoxyadenosine deaminase
FLGBHGLA_10760	gene	993	dadD_2			
FLGBHGLA_10770	CDS	1026			COG0370	Fe(2+) transporter FeoB
FLGBHGLA_10770	gene	1026				
FLGBHGLA_10780	CDS	249				hypothetical protein
FLGBHGLA_10780	gene	249				
FLGBHGLA_10790	CDS	381				hypothetical protein
FLGBHGLA_10790	gene	381				
FLGBHGLA_10800	CDS	684	taw3_2	2.1.1.282	COG1590	tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase
FLGBHGLA_10800	gene	684	taw3_2			
FLGBHGLA_10810	CDS	141				hypothetical protein
FLGBHGLA_10810	gene	141				
FLGBHGLA_10820	CDS	336				hypothetical protein
FLGBHGLA_10820	gene	336				
FLGBHGLA_10830	CDS	678				hypothetical protein
FLGBHGLA_10830	gene	678				
FLGBHGLA_10840	CDS	1143	top6A	5.99.1.3		Type 2 DNA topoisomerase 6 subunit A
FLGBHGLA_10840	gene	1143	top6A			
FLGBHGLA_10850	CDS	432	trmY_2	2.1.1.-		tRNA (pseudouridine(54)-N(1))-methyltransferase
FLGBHGLA_10850	gene	432	trmY_2			
FLGBHGLA_10860	CDS	564				hypothetical protein
FLGBHGLA_10860	gene	564				
FLGBHGLA_10870	CDS	1386	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
FLGBHGLA_10870	gene	1386	thiM			
FLGBHGLA_10880	CDS	1044				hypothetical protein
FLGBHGLA_10880	gene	1044				
FLGBHGLA_10890	CDS	1995		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
FLGBHGLA_10890	gene	1995				
FLGBHGLA_10900	CDS	732	rsmA	2.1.1.-	COG0030	putative ribosomal RNA small subunit methyltransferase A
FLGBHGLA_10900	gene	732	rsmA			
FLGBHGLA_10910	CDS	630				hypothetical protein
FLGBHGLA_10910	gene	630				
FLGBHGLA_10920	CDS	177				hypothetical protein
FLGBHGLA_10920	gene	177				
FLGBHGLA_10930	CDS	702	xpf		COG1948	3'-flap repair endonuclease Xpf
FLGBHGLA_10930	gene	702	xpf			
FLGBHGLA_10940	CDS	300				hypothetical protein
FLGBHGLA_10940	gene	300				
FLGBHGLA_10950	CDS	1260	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
FLGBHGLA_10950	gene	1260	icd			
FLGBHGLA_10960	CDS	789				hypothetical protein
FLGBHGLA_10960	gene	789				
FLGBHGLA_10970	CDS	516				hypothetical protein
FLGBHGLA_10970	gene	516				
FLGBHGLA_10980	CDS	192				hypothetical protein
FLGBHGLA_10980	gene	192				
FLGBHGLA_10990	CDS	228				hypothetical protein
FLGBHGLA_10990	gene	228				
FLGBHGLA_11000	CDS	294				hypothetical protein
FLGBHGLA_11000	gene	294				
	repeat_region	363				
FLGBHGLA_11010	CDS	834				hypothetical protein
FLGBHGLA_11010	gene	834				
FLGBHGLA_11020	CDS	345				hypothetical protein
FLGBHGLA_11020	gene	345				
FLGBHGLA_11030	CDS	363				hypothetical protein
FLGBHGLA_11030	gene	363				
FLGBHGLA_11040	CDS	933	cas1-2_1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1 2
FLGBHGLA_11040	gene	933	cas1-2_1			
	repeat_region	1456				
FLGBHGLA_11050	CDS	1476				hypothetical protein
FLGBHGLA_11050	gene	1476				
FLGBHGLA_11060	CDS	249	rsxB_2			Electron transport complex subunit RsxB
FLGBHGLA_11060	gene	249	rsxB_2			
FLGBHGLA_11070	CDS	528	korC	1.2.7.3	COG1014	2-oxoglutarate synthase subunit KorC
FLGBHGLA_11070	gene	528	korC			
FLGBHGLA_11080	CDS	867	korB	1.2.7.3	COG1013	2-oxoglutarate synthase subunit KorB
FLGBHGLA_11080	gene	867	korB			
FLGBHGLA_11090	CDS	1134	korA	1.2.7.3	COG0674	2-oxoglutarate synthase subunit KorA
FLGBHGLA_11090	gene	1134	korA			
FLGBHGLA_11100	CDS	687	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
FLGBHGLA_11100	gene	687	deoC			
FLGBHGLA_11110	CDS	627	atpE			V-type proton ATPase subunit E
FLGBHGLA_11110	gene	627	atpE			
FLGBHGLA_11120	CDS	309	atpF			V-type ATP synthase subunit F
FLGBHGLA_11120	gene	309	atpF			
FLGBHGLA_11130	CDS	1395				hypothetical protein
FLGBHGLA_11130	gene	1395				
FLGBHGLA_11140	CDS	135				hypothetical protein
FLGBHGLA_11140	gene	135				
FLGBHGLA_11150	CDS	729				hypothetical protein
FLGBHGLA_11150	gene	729				
FLGBHGLA_11160	CDS	1350				hypothetical protein
FLGBHGLA_11160	gene	1350				
FLGBHGLA_11170	CDS	741	malK_5	3.6.3.19		Trehalose/maltose import ATP-binding protein MalK
FLGBHGLA_11170	gene	741	malK_5			
FLGBHGLA_11180	CDS	1056	cofH_2	2.5.1.77	COG1060	FO synthase subunit 2
FLGBHGLA_11180	gene	1056	cofH_2			
FLGBHGLA_11190	CDS	1290	leuC_2	4.2.1.33	COG0065	Isopropylmalate/citramalate isomerase large subunit
FLGBHGLA_11190	gene	1290	leuC_2			
FLGBHGLA_11200	CDS	249				hypothetical protein
FLGBHGLA_11200	gene	249				
FLGBHGLA_11210	CDS	489				hypothetical protein
FLGBHGLA_11210	gene	489				
FLGBHGLA_11220	CDS	1662	top6B	5.99.1.3		Type 2 DNA topoisomerase 6 subunit B
FLGBHGLA_11220	gene	1662	top6B			
FLGBHGLA_11230	CDS	1302	glyA	2.1.2.-	COG0112	Serine hydroxymethyltransferase
FLGBHGLA_11230	gene	1302	glyA			
FLGBHGLA_11240	CDS	852			COG1082	putative protein
FLGBHGLA_11240	gene	852				
FLGBHGLA_11250	CDS	252			COG2451	50S ribosomal protein L35Ae
FLGBHGLA_11250	gene	252				
FLGBHGLA_11260	CDS	444				hypothetical protein
FLGBHGLA_11260	gene	444				
FLGBHGLA_11270	CDS	432	metXA_1	2.3.1.31		Homoserine O-acetyltransferase
FLGBHGLA_11270	gene	432	metXA_1			
FLGBHGLA_11280	CDS	813				hypothetical protein
FLGBHGLA_11280	gene	813				
FLGBHGLA_11290	CDS	708				hypothetical protein
FLGBHGLA_11290	gene	708				
FLGBHGLA_11300	CDS	1734	iolD	3.7.1.22		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
FLGBHGLA_11300	gene	1734	iolD			
FLGBHGLA_11310	CDS	291				hypothetical protein
FLGBHGLA_11310	gene	291				
FLGBHGLA_11320	CDS	414				hypothetical protein
FLGBHGLA_11320	gene	414				
FLGBHGLA_11330	CDS	1281	trpB2	4.2.1.20	COG1350	Tryptophan synthase beta chain 2
FLGBHGLA_11330	gene	1281	trpB2			
FLGBHGLA_11340	CDS	1695	fdhA	1.17.1.9		Formate dehydrogenase subunit alpha
FLGBHGLA_11340	gene	1695	fdhA			
FLGBHGLA_11350	CDS	1164				hypothetical protein
FLGBHGLA_11350	gene	1164				
FLGBHGLA_11360	CDS	819	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
FLGBHGLA_11360	gene	819	mtnP			
FLGBHGLA_11370	CDS	330				hypothetical protein
FLGBHGLA_11370	gene	330				
FLGBHGLA_11380	CDS	570				hypothetical protein
FLGBHGLA_11380	gene	570				
FLGBHGLA_11390	CDS	276			COG1631	50S ribosomal protein L44e
FLGBHGLA_11390	gene	276				
FLGBHGLA_11400	CDS	993	pqqE_3			Coenzyme PQQ synthesis protein E
FLGBHGLA_11400	gene	993	pqqE_3			
FLGBHGLA_11410	CDS	1335		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
FLGBHGLA_11410	gene	1335				
FLGBHGLA_11420	CDS	939				hypothetical protein
FLGBHGLA_11420	gene	939				
FLGBHGLA_11430	CDS	1689	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
FLGBHGLA_11430	gene	1689	gltX			
FLGBHGLA_11440	CDS	339				hypothetical protein
FLGBHGLA_11440	gene	339				
FLGBHGLA_11450	CDS	540				hypothetical protein
FLGBHGLA_11450	gene	540				
FLGBHGLA_11460	CDS	2466	ppsA	2.7.9.2	COG0574	putative phosphoenolpyruvate synthase
FLGBHGLA_11460	gene	2466	ppsA			
FLGBHGLA_11470	CDS	675				hypothetical protein
FLGBHGLA_11470	gene	675				
FLGBHGLA_11480	CDS	534	ubiE_3	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FLGBHGLA_11480	gene	534	ubiE_3			
FLGBHGLA_11490	CDS	1098				hypothetical protein
FLGBHGLA_11490	gene	1098				
FLGBHGLA_11500	CDS	1860	tmcA_2	2.3.1.193		tRNA(Met) cytidine acetyltransferase TmcA
FLGBHGLA_11500	gene	1860	tmcA_2			
FLGBHGLA_11510	CDS	240				hypothetical protein
FLGBHGLA_11510	gene	240				
FLGBHGLA_11520	CDS	264				hypothetical protein
FLGBHGLA_11520	gene	264				
FLGBHGLA_11530	CDS	981				hypothetical protein
FLGBHGLA_11530	gene	981				
FLGBHGLA_11540	CDS	807				hypothetical protein
FLGBHGLA_11540	gene	807				
FLGBHGLA_11550	CDS	381				hypothetical protein
FLGBHGLA_11550	gene	381				
FLGBHGLA_11560	CDS	657		2.1.1.206	COG1303	tRNA (cytidine(56)-2'-O)-methyltransferase
FLGBHGLA_11560	gene	657				
FLGBHGLA_11570	CDS	435	tfe		COG1675	Transcription factor E
FLGBHGLA_11570	gene	435	tfe			
FLGBHGLA_11580	CDS	948	mthTIM	2.1.1.37		Modification methylase MthTI
FLGBHGLA_11580	gene	948	mthTIM			
FLGBHGLA_11590	CDS	672				hypothetical protein
FLGBHGLA_11590	gene	672				
FLGBHGLA_11600	CDS	429	hjc	3.1.22.4	COG1591	Holliday junction resolvase Hjc
FLGBHGLA_11600	gene	429	hjc			
FLGBHGLA_11610	CDS	408	eif5a		COG0231	Translation initiation factor 5A
FLGBHGLA_11610	gene	408	eif5a			
FLGBHGLA_11620	CDS	1101				hypothetical protein
FLGBHGLA_11620	gene	1101				
FLGBHGLA_11630	CDS	99				hypothetical protein
FLGBHGLA_11630	gene	99				
FLGBHGLA_11640	CDS	1581				hypothetical protein
FLGBHGLA_11640	gene	1581				
	repeat_region	429				
FLGBHGLA_11650	CDS	756	trmI	2.1.1.219	COG2519	tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase TrmI
FLGBHGLA_11650	gene	756	trmI			
FLGBHGLA_11660	CDS	750	csa1		COG4343	CRISPR-associated exonuclease Csa1
FLGBHGLA_11660	gene	750	csa1			
FLGBHGLA_11670	CDS	918	cas1-2_2	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1 2
FLGBHGLA_11670	gene	918	cas1-2_2			
FLGBHGLA_11680	CDS	249	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
FLGBHGLA_11680	gene	249	cas2			
FLGBHGLA_11690	CDS	519				hypothetical protein
FLGBHGLA_11690	gene	519				
FLGBHGLA_11700	CDS	786				hypothetical protein
FLGBHGLA_11700	gene	786				
FLGBHGLA_11710	CDS	1632	cas3	3.1.-.-	COG1203	CRISPR-associated nuclease/helicase Cas3
FLGBHGLA_11710	gene	1632	cas3			
FLGBHGLA_11720	CDS	1017				hypothetical protein
FLGBHGLA_11720	gene	1017				
FLGBHGLA_11730	CDS	882				hypothetical protein
FLGBHGLA_11730	gene	882				
FLGBHGLA_11740	CDS	1044	csa2b		COG1857	CRISPR-associated aCascade subunit Cas7/Csa2 2
FLGBHGLA_11740	gene	1044	csa2b			
FLGBHGLA_11750	CDS	447				hypothetical protein
FLGBHGLA_11750	gene	447				
FLGBHGLA_11760	CDS	573				hypothetical protein
FLGBHGLA_11760	gene	573				
FLGBHGLA_11770	CDS	1581	lon_2	3.4.21.53		Lon protease
FLGBHGLA_11770	gene	1581	lon_2			
FLGBHGLA_11780	CDS	1068	fpoH	1.12.98.3	COG1005	F(420)H(2) dehydrogenase subunit H
FLGBHGLA_11780	gene	1068	fpoH			
FLGBHGLA_11790	CDS	570	fpoI	1.12.98.3	COG1143	F(420)H(2) dehydrogenase subunit I
FLGBHGLA_11790	gene	570	fpoI			
FLGBHGLA_11800	CDS	483				hypothetical protein
FLGBHGLA_11800	gene	483				
FLGBHGLA_11810	CDS	309	ndhE	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic
FLGBHGLA_11810	gene	309	ndhE			
FLGBHGLA_11820	CDS	1314	fpoN	1.12.98.3	COG1007	F(420)H(2) dehydrogenase subunit N
FLGBHGLA_11820	gene	1314	fpoN			
FLGBHGLA_11830	CDS	627				hypothetical protein
FLGBHGLA_11830	gene	627				
FLGBHGLA_11840	CDS	1329	tuf		COG5256	Elongation factor 1-alpha
FLGBHGLA_11840	gene	1329	tuf			
FLGBHGLA_11850	CDS	735				hypothetical protein
FLGBHGLA_11850	gene	735				
FLGBHGLA_11860	CDS	738	dtdA	3.1.1.96	COG1650	D-aminoacyl-tRNA deacylase
FLGBHGLA_11860	gene	738	dtdA			
FLGBHGLA_11870	CDS	195				hypothetical protein
FLGBHGLA_11870	gene	195				
FLGBHGLA_11880	CDS	492	rnhA	3.1.26.4	COG0328	Ribonuclease HI
FLGBHGLA_11880	gene	492	rnhA			
FLGBHGLA_11890	CDS	555				hypothetical protein
FLGBHGLA_11890	gene	555				
FLGBHGLA_11900	CDS	1686	metG_2	6.1.1.10	COG0073	Methionine--tRNA ligase
FLGBHGLA_11900	gene	1686	metG_2			
FLGBHGLA_11910	CDS	633	cdvB1		COG5491	Cell division protein B1
FLGBHGLA_11910	gene	633	cdvB1			
FLGBHGLA_11920	CDS	720				hypothetical protein
FLGBHGLA_11920	gene	720				
FLGBHGLA_11930	CDS	177				hypothetical protein
FLGBHGLA_11930	gene	177				
FLGBHGLA_11940	CDS	699	glmU_3		COG1208	Bifunctional protein GlmU
FLGBHGLA_11940	gene	699	glmU_3			
FLGBHGLA_11950	CDS	180				hypothetical protein
FLGBHGLA_11950	gene	180				
FLGBHGLA_11960	CDS	204				hypothetical protein
FLGBHGLA_11960	gene	204				
FLGBHGLA_11970	CDS	468	tgtA_2	2.4.2.48	COG0343	tRNA-guanine(15) transglycosylase
FLGBHGLA_11970	gene	468	tgtA_2			
FLGBHGLA_11980	CDS	735				hypothetical protein
FLGBHGLA_11980	gene	735				
FLGBHGLA_11990	CDS	546				hypothetical protein
FLGBHGLA_11990	gene	546				
FLGBHGLA_12000	CDS	333				hypothetical protein
FLGBHGLA_12000	gene	333				
FLGBHGLA_12010	CDS	954				hypothetical protein
FLGBHGLA_12010	gene	954				
FLGBHGLA_12020	CDS	486				hypothetical protein
FLGBHGLA_12020	gene	486				
FLGBHGLA_12030	CDS	984	gds	2.5.1.29	COG0142	Geranylgeranyl diphosphate synthase
FLGBHGLA_12030	gene	984	gds			
FLGBHGLA_12040	CDS	1200				hypothetical protein
FLGBHGLA_12040	gene	1200				
FLGBHGLA_12050	CDS	1806	herA_3	3.6.4.12	COG0433	DNA double-strand break repair helicase HerA
FLGBHGLA_12050	gene	1806	herA_3			
FLGBHGLA_12060	CDS	708	rbn	3.1.26.11		Ribonuclease BN
FLGBHGLA_12060	gene	708	rbn			
FLGBHGLA_12070	CDS	2649		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
FLGBHGLA_12070	gene	2649				
FLGBHGLA_12080	CDS	1374				hypothetical protein
FLGBHGLA_12080	gene	1374				
FLGBHGLA_12090	CDS	1059	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
FLGBHGLA_12090	gene	1059	egsA			
FLGBHGLA_12100	CDS	315			COG2157	50S ribosomal protein L18Ae
FLGBHGLA_12100	gene	315				
FLGBHGLA_12110	CDS	462	pfdA_2			Prefoldin subunit alpha
FLGBHGLA_12110	gene	462	pfdA_2			
FLGBHGLA_12120	CDS	1023	ftsY		COG0552	Signal recognition particle receptor FtsY
FLGBHGLA_12120	gene	1023	ftsY			
FLGBHGLA_12130	CDS	195	secE		COG2443	Protein translocase subunit SecE
FLGBHGLA_12130	gene	195	secE			
FLGBHGLA_12140	CDS	438	spt5		COG0250	Transcription elongation factor Spt5
FLGBHGLA_12140	gene	438	spt5			
FLGBHGLA_12150	CDS	510			COG0080	50S ribosomal protein L11
FLGBHGLA_12150	gene	510				
FLGBHGLA_12160	CDS	648	rpl1			50S ribosomal protein L1
FLGBHGLA_12160	gene	648	rpl1			
FLGBHGLA_12170	CDS	1041			COG0244	50S ribosomal protein L10
FLGBHGLA_12170	gene	1041				
FLGBHGLA_12180	CDS	588				hypothetical protein
FLGBHGLA_12180	gene	588				
FLGBHGLA_12190	CDS	1161	trm1	2.1.1.216	COG1867	tRNA (guanine(26)-N(2))-dimethyltransferase
FLGBHGLA_12190	gene	1161	trm1			
FLGBHGLA_12200	CDS	549				hypothetical protein
FLGBHGLA_12200	gene	549				
